,P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),S. Name,S. Constellation,S. Type,P. Disc. Method,P. Disc. Year
968,HIP 75458 b,2.0,1.0,1.0,2.0,1,12.03494,50.35955,428.5611,HIP 75458,Dra,K2 III,Radial Velocity,2002
969,HIP 77900 b,,1.0,1.0,,1,             ,             ,             ,HIP 77900,Sco,B6,Imaging,2013
970,HIP 78530 b,1.0,1.0,1.0,2.0,1,0.00082342,0.00082342,0.00082342,HIP 78530,Sco,B9V,Imaging,2011
971,HIP 79431 b,1.0,1.0,1.0,2.0,1,0.06777022,0.117814,0.2236677,HIP 79431,Sco,M3V,Radial Velocity,2010
972,HIP 91258 b,2.0,1.0,1.0,2.0,1,178.7119,187.4425,196.7177,HIP 91258,Dra,G5V,Radial Velocity,2013
973,HIP 97233 b,2.0,1.0,1.0,2.0,1,0.9643193,3.153316,16.42773,HIP 97233,Aql,K0,Radial Velocity,2014
974,HIP 105854 b,2.0,1.0,1.0,2.0,1,52.61272,54.74815,56.99417,HIP 105854,Mic,K2III,Radial Velocity,2014
975,HIP 107773 b,2.0,1.0,1.0,2.0,1,117.2166,139.8209,168.1602,HIP 107773,Ind,K,Radial Velocity,2015
976,HIP 109384 b,1.0,1.0,1.0,2.0,1,0.1254003,0.3598588,1.478745,HIP 109384,Cep,G5,Radial Velocity,2016
977,HIP 109600 b,3.0,1.0,1.0,2.0,1,0.9618065,1.318358,1.856671,HIP 109600,Peg,G5,Radial Velocity,2016
978,HIP 116454 b,2.0,2.0,3.0,1.0,1,22.12554,32.81836,50.82289,HIP 116454,Psc,K2,Primary Transit,2014
979,HN Peg b,1.0,1.0,1.0,2.0,1,1.86E-06,1.86E-06,1.86E-06,HN Peg,Peg,G0V,Imaging,2007
980,HR 810 b,2.0,1.0,1.0,2.0,1,3.444151,4.703153,6.594199,HR 810,Hor,G0V pecul.,Radial Velocity,1999
981,HR 2562 b,1.0,1.0,1.0,2.0,1,0.007886088,0.007886088,0.007886089,HR 2562,Pic,F5V,Imaging,2016
982,HR 3549 b,1.0,1.0,1.0,2.0,1,0.004809538,0.00480954,0.00480954,HR 3549,Car,A0V,Imaging,2015
983,HR 7329 b,,1.0,1.0,,1,             ,             ,             ,HR 7329,Tel,A0V,Imaging,2000
984,HR 8799 b,1.0,1.0,1.0,2.0,1,0.001264662,0.001264662,0.001264663,HR 8799,Peg,A5V,Imaging,2008
985,HR 8799 c,1.0,1.0,1.0,2.0,1,0.003177444,0.003177444,0.003177444,HR 8799,Peg,A5V,Imaging,2008
986,HR 8799 d,1.0,1.0,1.0,2.0,1,0.006630089,0.008062086,0.0099033,HR 8799,Peg,A5V,Imaging,2008
987,HR 8799 e,1.0,1.0,1.0,2.0,1,0.02781355,0.02781355,0.02781356,HR 8799,Peg,A5V,Imaging,2010
988,HU Aqr(AB) c,1.0,1.0,1.0,2.0,1,0.01573772,0.02735898,0.05194052,HU Aqr(AB),Aqr,Catac. var.,Pulsar,2011
989,HW Vir(AB) b,1.0,1.0,1.0,2.0,1,0.00358586,0.007666311,0.0195174,HW Vir(AB),Vir,sdB+M,Pulsar,2008
990,J1324+63 b,,1.0,1.0,,1,             ,             ,             ,J1324+63,Dra,,Imaging,2018
991,J1433 b,2.0,1.0,1.0,2.0,1,60825.99,60826,60826,J1433,Boo,WD,Primary Transit,2016
992,K2-3 b,2.0,2.0,2.0,1.0,1,10.73361,10.73361,10.73361,K2-3,Leo,M0,Transit,2016
993,K2-3 c,2.0,2.0,2.0,1.0,1,3.243119,3.24312,3.243121,K2-3,Leo,M0,Transit,2016
994,K2-3 d,3.0,4.0,2.0,2.0,1,1.335845,1.460192,1.599422,K2-3,Leo,M0,Transit,2016
995,K2-4 b,2.0,2.0,2.0,1.0,1,16.59993,16.59993,16.59993,K2-4,Vir,K,Transit,2016
996,K2-5 b,2.0,2.0,2.0,1.0,1,24.56894,24.56894,24.56894,K2-5,Leo,K7.5 V,Transit,2016
997,K2-5 c,2.0,2.0,2.0,1.0,1,10.39209,10.39209,10.3921,K2-5,Leo,K7.5 V,Transit,2016
998,K2-6 b,2.0,2.0,2.0,1.0,1,26.88211,26.88211,26.88212,K2-6,Vir,G,Transit,2016
999,K2-7 b,2.0,3.0,1.0,1.0,1,27.89093,27.89093,27.89094,K2-7,Leo,G,Transit,2016
1000,K2-8 b,2.0,3.0,1.0,1.0,1,37.71564,37.71564,37.71565,K2-8,Leo,K3 V,Transit,2016
1001,K2-8 c,2.0,2.0,2.0,1.0,1,97.64405,97.64406,97.64407,K2-8,Leo,K3 V,Transit,2016
1002,K2-9 b,3.0,2.0,2.0,2.0,5,1.375084,1.375084,1.375084,K2-9,Vir,M2.5 V,Transit,2016
1003,K2-10 b,2.0,3.0,4.0,1.0,1,26.71542,48.21055,96.27265,K2-10,Leo,G,Transit,2016
1004,K2-11 b,2.0,1.0,1.0,1.0,1,407.0052,407.0052,407.0052,K2-11,Leo,G,Transit,2016
1005,K2-12 b,2.0,2.0,2.0,1.0,1,161.0259,161.0259,161.026,K2-12,Leo,G,Transit,2016
1006,K2-13 b,2.0,2.0,2.0,1.0,1,12.87534,12.87535,12.87535,K2-13,Leo,G,Transit,2016
1007,K2-14 b,2.0,3.0,1.0,1.0,1,9.525291,9.525291,9.525293,K2-14,Vir,M,Transit,2016
1008,K2-15 b,2.0,2.0,2.0,1.0,1,34.72425,34.72426,34.72426,K2-15,Vir,K,Transit,2016
1009,K2-16 b,2.0,2.0,2.0,1.0,1,44.41935,44.41935,44.41936,K2-16,Vir,K3 V,Transit,2016
1010,K2-16 c,2.0,2.0,1.0,1.0,1,13.08339,13.08339,13.08339,K2-16,Vir,K3 V,Transit,2016
1011,K2-17 b,2.0,2.0,2.0,1.0,1,9.612109,9.61211,9.612112,K2-17,Vir,K,Transit,2016
1012,K2-18 b,3.0,2.0,2.0,2.0,2,0.924324,0.924324,0.9243242,K2-18,Leo,M,Transit,2016
1013,K2-18 c,2.0,2.0,2.0,1.0,1,2.696779,6.600012,20.73903,K2-18,Leo,M,Radial Velocity,2017
1014,K2-19 b,2.0,1.0,1.0,1.0,1,105.3471,105.3471,105.3471,K2-19,Vir,G9 V,Transit,2016
1015,K2-19 c,2.0,3.0,1.0,1.0,1,61.18535,61.18537,61.18537,K2-19,Vir,G9 V,Transit,2016
1016,K2-19 d,2.0,4.0,2.0,3.0,1,487.4937,487.4939,487.494,K2-19,Vir,G9 V,Transit,2016
1017,K2-21 b,2.0,2.0,2.0,1.0,1,16.15,16.15,16.15,K2-21,Aqr,M0.0,Transit,2016
1018,K2-21 c,2.0,2.0,2.0,1.0,1,8.198086,8.198087,8.198089,K2-21,Aqr,M0.0,Transit,2016
1019,K2-22 b,2.0,2.0,2.0,2.0,1,809.9706,809.9708,809.9709,K2-22,Leo,M0 V,Transit,2016
1020,K2-24 b,2.0,3.0,1.0,1.0,1,60.09621,60.09621,60.09623,K2-24,Sco,G9 V,Transit,2016
1021,K2-24 c,2.0,1.0,1.0,2.0,1,23.40294,23.40294,23.40294,K2-24,Sco,G9 V,Transit,2016
1022,K2-25 b,2.0,3.0,1.0,1.0,1,5.400071,9.04381,16.34061,K2-25,Tau,M4.5,Transit,2016
1023,K2-26 b,2.0,3.0,1.0,1.0,1,5.380342,5.380342,5.380343,K2-26,Gem,M1.0 V,Transit,2016
1024,K2-27 b,2.0,3.0,1.0,1.0,1,85.04795,115.9181,162.1664,K2-27,Leo,G,Transit,2016
1025,K2-28 b,2.0,2.0,2.0,1.0,1,17.58092,17.58092,17.58093,K2-28,Aqr,M4,Transit,2016
1026,K2-29 b,2.0,1.0,1.0,1.0,1,270.6469,308.204,352.5304,K2-29,Tau,G7 V,Transit,2016
1027,K2-30 b,2.0,1.0,1.0,1.0,1,234.1726,234.1726,234.1727,K2-30,Tau,G6 V,Transit,2016
1028,K2-31 b,2.0,1.0,1.0,2.0,1,1451.222,1451.222,1451.222,K2-31,Sco,G,Transit,2016
1029,K2-32 b,2.0,3.0,1.0,1.0,1,83.00776,83.00777,83.00777,K2-32,Oph,G9 V,Transit,2016
1030,K2-32 c,2.0,3.0,1.0,1.0,1,27.37494,27.37495,27.37495,K2-32,Oph,G9 V,Transit,2016
1031,K2-32 d,2.0,3.0,1.0,1.0,1,15.44777,15.44777,15.44777,K2-32,Oph,G9 V,Transit,2016
1032,K2-33 b,2.0,3.0,4.0,2.0,1,62.65442,62.65443,62.65444,K2-33,Sco,M3.3,Transit,2016
1033,K2-34 b,2.0,1.0,1.0,2.0,1,1520.664,1520.664,1520.664,K2-34,Cnc,F9 V,Transit,2016
1034,K2-35 b,2.0,4.0,2.0,1.0,1,217.8905,217.8905,217.8905,K2-35,Leo,K4 V,Transit,2016
1035,K2-35 c,2.0,2.0,2.0,1.0,1,70.14229,70.1423,70.1423,K2-35,Leo,K4 V,Transit,2016
1036,K2-36 b,2.0,4.0,2.0,3.0,1,545.9712,545.9713,545.9714,K2-36,Leo,K2 V,Transit,2016
1037,K2-36 c,2.0,3.0,1.0,1.0,1,93.76472,93.76473,93.76473,K2-36,Leo,K2 V,Transit,2016
1038,K2-37 b,2.0,2.0,2.0,1.0,1,213.1267,213.1267,213.1268,K2-37,Sco,G3 V,Transit,2016
1039,K2-37 c,2.0,3.0,1.0,1.0,1,130.1141,130.1141,130.1141,K2-37,Sco,G3 V,Transit,2016
1040,K2-37 d,2.0,3.0,1.0,1.0,1,45.74343,45.74343,45.74344,K2-37,Sco,G3 V,Transit,2016
1041,K2-38 b,2.0,2.0,2.0,1.0,1,465.7567,465.7567,465.7568,K2-38,Sco,G2 V,Transit,2016
1042,K2-38 c,2.0,2.0,3.0,1.0,1,128.3235,128.3235,128.3235,K2-38,Sco,G2 V,Transit,2016
1043,K2-39 b,2.0,1.0,1.0,1.0,1,1994.367,1994.367,1994.367,K2-39,Aqr,K,Transit,2016
1044,K2-42 b,2.0,2.0,2.0,1.0,1,43.71326,43.71327,43.71328,K2-42,Vir,K,Transit,2016
1045,K2-43 b,2.0,3.0,1.0,1.0,1,49.00959,49.0096,49.00961,K2-43,Leo,K,Transit,2016
1046,K2-44 b,2.0,3.0,1.0,3.0,1,645.6241,645.6243,645.6243,K2-44,Leo,G,Transit,2016
1047,K2-45 b,2.0,1.0,1.0,1.0,1,102.6183,102.6183,102.6183,K2-45,Leo,K,Transit,2016
1048,K2-46 b,2.0,2.0,2.0,1.0,1,119.7229,119.7229,119.7229,K2-46,Leo,F,Transit,2016
1049,K2-47 b,2.0,2.0,2.0,1.0,1,10.68332,10.68332,10.68332,K2-47,Leo,K,Transit,2016
1050,K2-48 b,2.0,2.0,2.0,1.0,1,15.24638,15.24638,15.24638,K2-48,Vir,K,Transit,2016
1051,K2-49 b,2.0,2.0,2.0,1.0,1,57.81276,57.81276,57.81277,K2-49,Vir,K,Transit,2016
1052,K2-50 b,2.0,2.0,2.0,1.0,1,19.12419,19.12419,19.1242,K2-50,Leo,K,Transit,2016
1053,K2-51 b,2.0,1.0,,,1,126.1521,126.1522,126.1522,K2-51,Sco,G,Transit,2016
1054,K2-52 b,2.0,1.0,1.0,2.0,1,1182.487,1182.487,1182.487,K2-52,Sco,F,Transit,2016
1055,K2-53 b,2.0,2.0,2.0,1.0,1,52.55707,52.55709,52.55709,K2-53,Sco,K,Transit,2016
1056,K2-54 b,2.0,4.0,2.0,1.0,1,5.98731,5.98731,5.987311,K2-54,Aqr,M,Transit,2016
1057,K2-55 b,2.0,3.0,1.0,1.0,1,115.5306,115.5306,115.5306,K2-55,Aqr,K,Transit,2016
1058,K2-57 b,2.0,2.0,2.0,1.0,1,23.95402,23.95402,23.95402,K2-57,Aqr,K,Transit,2016
1059,K2-58 b,2.0,3.0,1.0,1.0,1,118.967,118.967,118.9671,K2-58,Aqr,G,Transit,2016
1060,K2-58 c,2.0,2.0,2.0,1.0,1,465.0533,465.0533,465.0534,K2-58,Aqr,G,Transit,2016
1061,K2-58 d,2.0,2.0,2.0,1.0,1,24.75527,24.75527,24.75527,K2-58,Aqr,G,Transit,2016
1062,K2-59 b,2.0,2.0,2.0,1.0,1,17.02875,17.02875,17.02875,K2-59,Aqr,K,Transit,2016
1063,K2-59 c,2.0,2.0,2.0,1.0,1,38.11737,38.11738,38.11738,K2-59,Aqr,K,Transit,2016
1064,K2-60 b,2.0,1.0,1.0,1.0,1,1212.688,1212.688,1212.688,K2-60,Aqr,G,Transit,2016
1065,K2-61 b,2.0,2.0,2.0,1.0,1,1693.661,1693.661,1693.661,K2-61,Aqr,F,Transit,2016
1066,K2-62 b,2.0,2.0,2.0,1.0,1,67.03484,67.03485,67.03486,K2-62,Aqr,K,Transit,2016
1067,K2-62 c,2.0,2.0,2.0,1.0,1,20.57458,20.57459,20.57459,K2-62,Aqr,K,Transit,2016
1068,K2-63 b,2.0,3.0,1.0,1.0,1,189.2784,189.2785,189.2785,K2-63,Aqr,F,Transit,2016
1069,K2-64 b,2.0,2.0,2.0,1.0,1,99.35426,99.35427,99.35429,K2-64,Aqr,G,Transit,2016
1070,K2-65 b,2.0,2.0,2.0,1.0,1,45.46983,45.46984,45.46984,K2-65,Aqr,K,Transit,2016
1071,K2-66 b,2.0,2.0,2.0,1.0,1,897.5314,897.5314,897.5316,K2-66,Aqr,G,Transit,2016
1072,K2-67 b,2.0,1.0,,,1,55.60337,55.60338,55.60339,K2-67,Aqr,G,Transit,2016
1073,K2-68 b,2.0,2.0,2.0,1.0,1,41.99059,41.9906,41.9906,K2-68,Aqr,K,Transit,2016
1074,K2-69 b,2.0,2.0,2.0,1.0,1,17.89142,17.89142,17.89143,K2-69,Aqr,K,Transit,2016
1075,K2-70 b,2.0,3.0,1.0,1.0,1,62.69163,62.69164,62.69164,K2-70,Aqr,G,Transit,2016
1076,K2-71 b,2.0,2.0,2.0,1.0,1,13.67247,13.67247,13.67247,K2-71,Aqr,K,Transit,2016
1077,K2-72 b,2.0,4.0,2.0,1.0,1,10.32291,10.32291,10.32291,K2-72,Aqr,M,Transit,2016
1078,K2-72 c,2.0,4.0,2.0,1.0,1,2.714836,2.714837,2.714837,K2-72,Aqr,M,Transit,2016
1079,K2-72 d,2.0,4.0,2.0,1.0,1,6.646127,6.646128,6.646129,K2-72,Aqr,M,Transit,2016
1080,K2-72 e,3.0,4.0,2.0,1.0,2,1.461332,1.461332,1.461333,K2-72,Aqr,M,Transit,2016
1081,K2-73 b,2.0,2.0,2.0,1.0,1,213.5892,213.5892,213.5892,K2-73,Aqr,G,Transit,2016
1082,K2-74 b,2.0,2.0,2.0,1.0,1,59.12028,59.12028,59.1203,K2-74,Aqr,F,Transit,2016
1083,K2-75 b,2.0,3.0,1.0,3.0,1,429.8587,429.8588,429.8589,K2-75,Aqr,G,Transit,2016
1084,K2-75 c,2.0,3.0,1.0,1.0,1,138.112,138.112,138.112,K2-75,Aqr,G,Transit,2016
1085,K2-76 b,2.0,1.0,1.0,2.0,1,62.25727,62.25728,62.25729,K2-76,Aqr,G,Transit,2016
1086,K2-77 b,2.0,2.0,2.0,1.0,1,84.24393,84.24393,84.24394,K2-77,Tau,K,Transit,2016
1087,K2-78 b,2.0,4.0,2.0,1.0,1,695.7012,695.7014,695.7015,K2-78,Tau,G,Transit,2016
1088,K2-79 b,2.0,3.0,1.0,1.0,1,186.0895,186.0896,186.0896,K2-79,Tau,G,Transit,2016
1089,K2-80 b,2.0,2.0,2.0,1.0,1,32.65696,32.65696,32.65696,K2-80,Tau,G,Transit,2016
1090,K2-80 c,2.0,4.0,2.0,1.0,1,167.5524,167.5524,167.5524,K2-80,Tau,G,Transit,2016
1091,K2-81 b,2.0,2.0,2.0,1.0,1,44.7308,44.7308,44.7308,K2-81,Tau,K,Transit,2016
1092,K2-82 b,2.0,3.0,1.0,1.0,1,2.294977,2.294977,2.294977,K2-82,Tau,M,Transit,2016
1093,K2-83 b,2.0,4.0,2.0,1.0,1,40.72011,40.72012,40.72012,K2-83,Tau,K,Transit,2016
1094,K2-83 c,2.0,4.0,2.0,1.0,1,7.274356,7.274358,7.274359,K2-83,Tau,K,Transit,2016
1095,K2-84 b,2.0,2.0,2.0,1.0,1,179.0692,179.0693,179.0693,K2-84,Tau,G,Transit,2016
1096,K2-84 c,2.0,2.0,2.0,1.0,1,25.33377,25.33377,25.33377,K2-84,Tau,G,Transit,2016
1097,K2-85 b,2.0,4.0,2.0,3.0,1,485.4239,485.4239,485.424,K2-85,Tau,K,Transit,2016
1098,K2-86 b,2.0,2.0,2.0,1.0,1,78.939,78.93901,78.93903,K2-86,Tau,G,Transit,2016
1099,K2-87 b,2.0,3.0,1.0,1.0,1,86.36775,86.36777,86.36778,K2-87,Tau,G,Transit,2016
1100,K2-88 b,2.0,4.0,2.0,1.0,1,7.975144,7.975145,7.975147,K2-88,Tau,M,Transit,2016
1101,K2-89 b,2.0,5.0,2.0,3.0,1,79.77581,79.77581,79.77582,K2-89,Tau,M,Transit,2016
1102,K2-90 b,2.0,2.0,2.0,1.0,1,7.351604,7.351605,7.351606,K2-90,Tau,K,Transit,2016
1103,K2-90 c,2.0,4.0,2.0,3.0,1,58.59444,58.59445,58.59446,K2-90,Tau,K,Transit,2016
1104,K2-91 b,2.0,4.0,2.0,1.0,1,45.0103,45.01031,45.01032,K2-91,Tau,M,Transit,2016
1105,K2-92 b,2.0,3.0,1.0,3.0,1,9634.166,9634.168,9634.169,K2-92,Tau,F,Transit,2016
1106,K2-95 b,2.0,3.0,3.0,2.0,1,4.093838,5.579791,7.805985,K2-95,Cnc,M3.5,Primary Transit,2016
1107,K2-97 b,2.0,1.0,1.0,2.0,1,250.6387,250.6387,250.6387,K2-97,Cnc,,Primary Transit,2016
1108,K2-99 b,2.0,1.0,1.0,1.0,1,310.1003,447.2092,669.2005,K2-99,Vir,G0 IV,Primary Transit,2016
1109,K2-105 b,2.0,3.0,4.0,1.0,1,109.5953,109.5953,109.5953,K2-105,Cnc,G,Primary Transit,2017
1110,K2-106 b,2.0,4.0,2.0,1.0,1,5248.438,5248.438,5248.438,K2-106,Psc,G5V,Primary Transit,2016
1111,K2-106 c,2.0,2.0,4.0,1.0,1,46.0119,65.12082,95.2664,K2-106,Psc,G5V,Primary Transit,2016
1112,K2-108 b,2.0,3.0,1.0,1.0,1,539.7325,763.8855,1117.502,K2-108,Cnc,G,Primary Transit,2016
1113,K2-110 b,2.0,3.0,3.0,1.0,1,23.67868,27.65208,32.49744,K2-110,Vir,K3V,Primary Transit,2017
1114,K2-136 b,2.0,4.0,2.0,3.0,1,26.51716,32.24446,39.60843,K2-136,Tau,K5.5,Primary Transit,2017
1115,K2-136 c,2.0,3.0,1.0,1.0,1,8.943918,11.5169,15.08676,K2-136,Tau,K5.5,Primary Transit,2017
1116,K2-136 d,2.0,1.0,,,1,5.221033,6.851899,9.173088,K2-136,Tau,K5.5,Primary Transit,2017
1117,K2-137 b,2.0,4.0,5.0,2.0,1,774.7744,774.7745,774.7745,K2-137,Vir,M3 V,Primary Transit,2017
1118,K2-138 b,2.0,2.0,2.0,1.0,1,485.8883,485.8884,485.8884,K2-138,Aqr,K1V,Primary Transit,2018
1119,K2-138 c,2.0,2.0,1.0,3.0,1,279.814,279.814,279.814,K2-138,Aqr,K1V,Primary Transit,2018
1120,K2-138 d,2.0,3.0,1.0,1.0,1,160.3881,160.3881,160.3882,K2-138,Aqr,K1V,Primary Transit,2018
1121,K2-138 e,2.0,3.0,1.0,1.0,1,91.07549,91.07551,91.07552,K2-138,Aqr,K1V,Primary Transit,2018
1122,K2-138 f,2.0,3.0,1.0,1.0,1,51.02715,51.02715,51.02716,K2-138,Aqr,K1V,Primary Transit,2018
1123,K2-139 b,2.0,1.0,1.0,2.0,1,15.80837,15.80837,15.80837,K2-139,Sgr,K,Primary Transit,2017
1124,K2-141 b,2.0,4.0,2.0,1.0,1,3336.174,3336.174,3336.175,K2-141,Psc,K,Primary Transit,2017
1125,K2-141 c,2.0,2.0,1.0,1.0,1,39.91838,39.91838,39.91838,K2-141,Psc,K,Primary Transit,2018
1126,K2-216 b,2.0,2.0,2.0,1.0,1,243.9196,243.9196,243.9196,K2-216,Psc,K5V,Primary Transit,2018
1127,kappa And b,1.0,1.0,1.0,2.0,1,0.02591204,0.02591204,0.02591205,kappa And,And,B9IV,Imaging,2013
1128,kappa CrB b,2.0,1.0,1.0,2.0,1,1.418358,2.045475,3.060835,kappa CrB,CrB,K1IVa,Radial Velocity,2007
1129,Kapteyn b,3.0,4.0,2.0,1.0,3,0.2900587,0.4342851,0.6803408,Kapteyn,Pic,M1,Radial Velocity,2014
1130,Kapteyn c,1.0,2.0,2.0,2.0,1,0.08191247,0.1273154,0.2089763,Kapteyn,Pic,M1,Radial Velocity,2014
1131,KELT-1 b,2.0,1.0,1.0,2.0,1,5614.409,5727.489,5843.488,KELT-1,And,F5,Primary Transit,2012
1132,KELT-2 A b,2.0,1.0,1.0,2.0,1,1024.771,1464.055,2166.107,KELT-2 A,Aur,F7V,Primary Transit,2012
1133,KELT-3 b,2.0,1.0,1.0,1.0,1,1836.071,1836.071,1836.071,KELT-3,LMi,F,Primary Transit,2012
1134,KELT-4 A b,2.0,1.0,1.0,1.0,1,1742.763,1849.676,1964.973,KELT-4 A,Leo,F,Radial Velocity,2013
1135,KELT-6 b,2.0,1.0,1.0,1.0,1,478.9946,507.378,537.9111,KELT-6,Com,F,Primary Transit,2013
1136,KELT-6 c,3.0,1.0,1.0,2.0,1,0.3881845,0.5812023,0.9104979,KELT-6,Com,F,Radial Velocity,2015
1137,KELT-7 b,2.0,1.0,1.0,1.0,1,2933.239,2933.239,2933.24,KELT-7,Aur,F,Primary Transit,2015
1138,KELT-8 b,2.0,1.0,1.0,1.0,1,1225.502,1313.548,1409.695,KELT-8,Her,G2V,Primary Transit,2015
1139,KELT-10 b,2.0,1.0,1.0,1.0,1,595.5354,595.5355,595.5356,KELT-10,Tel,G,Primary Transit,2015
1140,KELT-11 b,2.0,1.0,1.0,1.0,1,1422.617,1422.617,1422.618,KELT-11,Sex,G8,Primary Transit,2016
1141,KELT-15 b,2.0,1.0,1.0,1.0,1,1200.899,1200.899,1200.899,KELT-15,Car,F,Primary Transit,2015
1142,KELT-16 b,2.0,1.0,1.0,2.0,1,6006.622,6006.622,6006.624,KELT-16,Cyg,F7V,Primary Transit,2016
1143,KELT-17 b,2.0,1.0,1.0,1.0,1,3146.02,3146.021,3146.021,KELT-17,Cnc,A,Primary Transit,2015
1144,KELT-18 b,2.0,1.0,1.0,1.0,1,3122.677,3122.677,3122.677,KELT-18,UMa,F4V,Primary Transit,2017
1145,KELT-19 A b,2.0,1.0,1.0,2.0,1,2345.265,2345.266,2345.267,KELT-19 A,CMi,A8V,Primary Transit,2017
1146,KELT-20 b,2.0,1.0,1.0,2.0,1,4841.677,4841.678,4841.678,KELT-20,Cyg,A2V,Primary Transit,2017
1147,KELT-21 b,2.0,1.0,1.0,2.0,1,2939.737,2939.737,2939.738,KELT-21,Cyg,A8V,Primary Transit,2017
1148,Kepler-4 b,2.0,3.0,4.0,1.0,1,1122.75,1122.75,1122.75,Kepler-4,Dra,G0,Primary Transit,2010
1149,Kepler-5 b,2.0,1.0,1.0,2.0,1,1768.47,1768.47,1768.471,Kepler-5,Cyg,F,Primary Transit,2010
1150,Kepler-6 b,2.0,1.0,1.0,1.0,1,846.3563,846.3564,846.3566,Kepler-6,Cyg,G,Primary Transit,2010
1151,Kepler-7 b,2.0,1.0,1.0,1.0,1,961.038,1168.607,1435.493,Kepler-7,Lyr,G,Primary Transit,2010
1152,Kepler-8 b,2.0,1.0,1.0,1.0,1,1265.431,1265.431,1265.432,Kepler-8,Lyr,F,Primary Transit,2010
1153,Kepler-9 b,2.0,3.0,1.0,1.0,1,50.40582,57.02262,64.76564,Kepler-9,Lyr,G,Primary Transit,2010
1154,Kepler-9 c,2.0,3.0,1.0,1.0,1,19.44267,22.24406,25.57035,Kepler-9,Lyr,G,Primary Transit,2010
1155,Kepler-9 d,2.0,2.0,3.0,1.0,1,1561.497,1561.498,1561.498,Kepler-9,Lyr,G,Primary Transit,2010
1156,Kepler-10 b,2.0,4.0,2.0,3.0,1,3386.399,3811.608,4305.954,Kepler-10,Dra,G,Primary Transit,2011
1157,Kepler-10 c,2.0,2.0,2.0,1.0,1,16.8707,18.62234,20.60837,Kepler-10,Dra,G,Primary Transit,2011
1158,Kepler-11 b,2.0,4.0,4.0,3.0,1,136.4538,136.4539,136.4539,Kepler-11,Cyg,G,Primary Transit,2011
1159,Kepler-11 c,2.0,4.0,1.0,3.0,1,100.5673,100.5673,100.5673,Kepler-11,Cyg,G,Primary Transit,2011
1160,Kepler-11 d,2.0,2.0,1.0,1.0,1,44.69658,44.69659,44.69659,Kepler-11,Cyg,G,Primary Transit,2011
1161,Kepler-11 e,2.0,2.0,1.0,1.0,1,30.02377,30.02377,30.02377,Kepler-11,Cyg,G,Primary Transit,2011
1162,Kepler-11 f,2.0,4.0,1.0,1.0,1,18.07959,18.07959,18.07959,Kepler-11,Cyg,G,Primary Transit,2011
1163,Kepler-11 g,2.0,3.0,1.0,1.0,1,5.294009,5.294009,5.294009,Kepler-11,Cyg,G,Primary Transit,2011
1164,Kepler-12 b,2.0,1.0,1.0,1.0,1,782.6649,798.4283,814.599,Kepler-12,Dra,G0,Primary Transit,2011
1165,Kepler-13 A b,2.0,1.0,1.0,2.0,1,23138.57,23138.58,23138.58,Kepler-13 A,Lyr,A,Primary Transit,2011
1166,Kepler-14 b,2.0,1.0,1.0,2.0,1,906.057,971.1529,1042.238,Kepler-14,Lyr,F,Primary Transit,2011
1167,Kepler-15 b,2.0,1.0,1.0,1.0,1,264.9921,264.9922,264.9922,Kepler-15,Cyg,G,Primary Transit,2011
1168,Kepler-16(AB) b,3.0,1.0,1.0,2.0,1,0.2951877,0.2992506,0.3033858,Kepler-16(AB),Cyg,K,Primary Transit,2011
1169,Kepler-17 b,2.0,1.0,1.0,2.0,1,1610.082,1645.78,1682.491,Kepler-17,Cyg,G2V,Primary Transit,2011
1170,Kepler-18 b,2.0,2.0,3.0,1.0,1,462.8623,462.8623,462.8623,Kepler-18,Cyg,G,Primary Transit,2011
1171,Kepler-18 c,2.0,3.0,1.0,1.0,1,163.5427,163.5427,163.5427,Kepler-18,Cyg,G,Primary Transit,2011
1172,Kepler-18 d,2.0,3.0,1.0,1.0,1,67.33046,67.33047,67.33047,Kepler-18,Cyg,G,Primary Transit,2011
1173,Kepler-19 b,2.0,2.0,2.0,1.0,1,67.43002,85.1907,109.2137,Kepler-19,Lyr,G,Primary Transit,2011
1174,Kepler-19 c,2.0,3.0,1.0,1.0,1,12.94936,19.38819,30.37307,Kepler-19,Lyr,G,Other,2011
1175,Kepler-19 d,2.0,3.0,1.0,1.0,1,6.042154,6.669498,7.380783,Kepler-19,Lyr,G,Radial Velocity,2017
1176,Kepler-20 b,2.0,2.0,2.0,1.0,1,313.8258,333.0779,353.84,Kepler-20,Lyr,G8,Primary Transit,2011
1177,Kepler-20 c,2.0,3.0,4.0,1.0,1,58.90121,80.28076,112.3108,Kepler-20,Lyr,G8,Primary Transit,2011
1178,Kepler-20 d,2.0,3.0,1.0,1.0,1,2.268885,7.257749,36.28846,Kepler-20,Lyr,G8,Primary Transit,2011
1179,Kepler-20 e,2.0,4.0,2.0,3.0,1,174.7876,174.7876,174.7876,Kepler-20,Lyr,G8,Primary Transit,2011
1180,Kepler-20 f,2.0,4.0,2.0,3.0,1,36.62194,36.62195,36.62196,Kepler-20,Lyr,G8,Primary Transit,2011
1181,Kepler-20 g,2.0,3.0,1.0,1.0,1,12.78056,17.09348,23.39111,Kepler-20,Lyr,G8,Other,2016
